text,label
I think California style cuisine would be nice.,FindRestaurants
That's great thanks. I don't need anything else right now.,FindRestaurants
Get me tickets to an event.,BuyEventTickets
Get me one ticket on the day after tomorrow for an event in San Francisco.,BuyEventTickets
Find me Cher concerts.,BuyEventTickets
That is correct.,BuyEventTickets
Thanks a bunch.,BuyEventTickets
Find me a restaurant near there.,FindRestaurants
I want some Fish.,FindRestaurants
That is good.,FindRestaurants
Can you help me to reserve event tickets?,BuyEventTickets
I want 4 tickets to the Raiders Vs Chiefs match.,BuyEventTickets
Is there one on the 3rd of this month?,BuyEventTickets
Find me something in or around Oakland.,BuyEventTickets
That's perfect. Where is the venue located and when does the match start?,BuyEventTickets
"Can you also find me a reasonably priced restaurant, which serves alcohol, over there?",FindRestaurants
I like Burger or something that I can snack on.,FindRestaurants
Thank you for that suggestion. That'll be all for now.,FindRestaurants
Will you reserve tickets to an event?,BuyEventTickets
San Francisco Symphony on March 5th.,BuyEventTickets
SF.,BuyEventTickets
Four.,BuyEventTickets
Yes.,BuyEventTickets
What's the address and start time?,BuyEventTickets
Thanks. Will you find a restaurant there?,FindRestaurants
Pizza and Pasta.,FindRestaurants
Great.,FindRestaurants
Find 4 tickets to Aaron Lewis at Rohnert Park.,BuyEventTickets
Saturday this week.,BuyEventTickets
"No, March 13th. For Billy Currington.",BuyEventTickets
Yes. What's the address and start time?,BuyEventTickets
Find a tacos place there.,FindRestaurants
That works.,FindRestaurants
Find me events around SFO.,BuyEventTickets
I would like 2 tickets.,BuyEventTickets
I want to attend an event this Saturday.,BuyEventTickets
I would like to see San Francisco Symphony.,BuyEventTickets
"Yes, that is good. Where will the event be and when does it start?",BuyEventTickets
Thank you for helping. I also need a restaurant there.,FindRestaurants
A Diner style of food would be great.,FindRestaurants
Could you suggest something else? Italian food would be great.,FindRestaurants
Is it pricey? Is there live music?,FindRestaurants
Are there any other restaurants?,FindRestaurants
"Yes, that is great. That is all I need.",FindRestaurants
I want to buy tickets for an event?,BuyEventTickets
"I want the event to be in Oakland, and I am interested on having 1 ticket for the match of Raiders Vs Titans.",BuyEventTickets
I am looking for the event to happen on March 8th.,BuyEventTickets
"That's not right, because I want to check for an event on 5th of this month. The event I am looking for is the match of Raiders Vs Bengals.",BuyEventTickets
That suits me well. Can you tell me the address of the venue? Also tell me when the event starts.,BuyEventTickets
I also need to find a restaurant to eat there.,FindRestaurants
I would like to have the Pho kind of food.,FindRestaurants
That's what I want. That would be all.,FindRestaurants
I'd like to get one ticket to see Nattali Rize on Monday next week.,BuyEventTickets
It's in Berkeley.,BuyEventTickets
That's right. Where is the performance going to be? And what time is it?,BuyEventTickets
Thank you very much. Can you find me a place to eat around there as well?,FindRestaurants
Spanish food would be great.,FindRestaurants
Sounds good.,FindRestaurants
I would like to get three tickets for the Raiders Vs Lions game in Oakland.,BuyEventTickets
"Yes, I want tickets for the 13th.",BuyEventTickets
"Yes, that works. What's the address for that place?",BuyEventTickets
"What is the venue called? Also, when does the event start?",BuyEventTickets
Thanks. I also want to pick a restaurant in the area. I'd prefer something intermediate priced.,FindRestaurants
Someplace with burgers would be awesome.,FindRestaurants
"Yes, that will work.",FindRestaurants
Find me tickets to an event.,BuyEventTickets
Get me two tickets to see Cher.,BuyEventTickets
I want to see Cher near SF on the 12th of March.,BuyEventTickets
That is right. What time does the show begin?,BuyEventTickets
Find me a place to eat near there.,FindRestaurants
I want some Bistro food.,FindRestaurants
That is perfect. That is all for now.,FindRestaurants
"Hey there, could you help me reserve tickets for an event? I am so bored right now.",BuyEventTickets
I would prefer two tickets for the Raiders Vs Bengals game in the Oakland area.,BuyEventTickets
Something on the 14th of this month will do.,BuyEventTickets
That sounds great!,BuyEventTickets
"Thank you, could you also find a restaurant in that area which is cheap priced?",FindRestaurants
Could you search for some Fast food please? Have been craving this fod awhile.,FindRestaurants
May I have their address please?,FindRestaurants
"Sure, this is fine with me. Thank you!",FindRestaurants
I would like to reserve tickets to an event.,BuyEventTickets
I'd like to go to Fidlar on March 10th in Berkeley.,BuyEventTickets
2 please.,BuyEventTickets
"Yes, that is correct.",BuyEventTickets
Thank you. Can you also help me find a restaurant?,FindRestaurants
I would like to go to brunch.,FindRestaurants
"Yes, that works.",FindRestaurants
I'd like to reserve 3 tickets to an event in SF for the 5th of this month.,BuyEventTickets
Yes. Book the tickets for the Giants Vs Cardinals. I've been really looking forward to this.,BuyEventTickets
"Yes, that's perfect.",BuyEventTickets
Thanks a lot! I'd also like to find a restaurant out there if you can. Can you find me something serving Cambodian food?,FindRestaurants
Awesome! That works for me.,FindRestaurants
I'd like to get tickets to an event.,BuyEventTickets
"Yeah, I'd like to get tickets to Chris Webby.",BuyEventTickets
I'd like to go to something near Berkeley.,BuyEventTickets
I want to get 4 tickets for the event.,BuyEventTickets
"Yes, I want to go on March 4th.",BuyEventTickets
Yeah that's great. Where is the event happening?,BuyEventTickets
Thanks for the help. I'd also like to go to a restaurant in the area.,FindRestaurants
I think some Izakaya sounds good.,FindRestaurants
What else is there? I'm looking for an inexpensive place that also serves alcohol.,FindRestaurants
Is there any live music there? What is their phone number?,FindRestaurants
"Okay, thank you. That's all I need.",FindRestaurants
I want to get event tickets. I need something around Berkeley on the 1st of this month. I'm looking at the Nattali Rize event.,BuyEventTickets
I'd like 2 tickets.,BuyEventTickets
"Yes, that is good.",BuyEventTickets
Thank you for helping. Could you also find me a restaurant there?,FindRestaurants
Curry of some sort would be good.,FindRestaurants
That sounds great. That is all I need.,FindRestaurants
Hello! I need some help getting tickets.,BuyEventTickets
I want to see the Giants Vs Dodgers game.,BuyEventTickets
I need 1 ticket for the 12th in the San Fran area.,BuyEventTickets
"Yes, that is correct.",BuyEventTickets
Can you tell me where it is being held and what time it starts?,BuyEventTickets
Great! Thank you.,BuyEventTickets
"Yes, I'd like to find a nearby restaurant.",FindRestaurants
I'd like to find a Sushi restaurant.,FindRestaurants
Is that an expensive restaurant? Where are they located?,FindRestaurants
That will be fine.,FindRestaurants
I'd like to book tickets to an event. I'd like something on the 12th of this month and the event I'm looking for is Golden Bears vs Trojans.,BuyEventTickets
I'd like to find something around Berkeley and I need three tickets.,BuyEventTickets
"Yes, that is correct.",BuyEventTickets
I'd also like to find a restaurant there. I'm looking for something with an economical price and some Vegetarian food would be perfect.,FindRestaurants
"Yes, that sounds good to me. That's all I need.",FindRestaurants
i like to reserve tickets for an event.,BuyEventTickets
My requirement is one.,BuyEventTickets
I am searching for event around SF on 12th of march and my choice of event is Allan Rayman.,BuyEventTickets
Fine. This is okay for me.,BuyEventTickets
Thank you very much for your help. I also wish to find a restaurant with average priced and like Lobster type of food is fine.,FindRestaurants
Fine. That's all i want.,FindRestaurants
Can you please make sure whether I can enjoy Matt Corby on the 8th.,BuyEventTickets
Please confirm two tickets.,BuyEventTickets
Better find some in San Francisco.,BuyEventTickets
"Right, details confirmed.",BuyEventTickets
Great help. Shall I get a nice restaurant service there?,FindRestaurants
I think Pizza and Pasta will do.,FindRestaurants
"Ok, are there any other?",FindRestaurants
Can I enjoy liquor there?,FindRestaurants
Are there any other restaurant more suitable?,FindRestaurants
I think that will be my choice.,FindRestaurants
I want to reserve tickets to the Aaron Lewis event.,BuyEventTickets
I will need 4 tickets to the Rohnert Park event.,BuyEventTickets
I'm looking for something on the 2nd.,BuyEventTickets
"Actually, can you check Billy Currington on the 13th of this month instead?",BuyEventTickets
Yes. That's right.,BuyEventTickets
I will also need a nearby Japanese restaurant.,FindRestaurants
Can you suggest a different one?,FindRestaurants
Yes. That's perfect.,FindRestaurants
I'd like to book tickets for an event.,BuyEventTickets
I want to book two tickets for something on the 3rd.,BuyEventTickets
Yes. I want the Berkeley World Music Festival in Berkeley.,BuyEventTickets
Yes I do. What's the address and starting time of the festival?,BuyEventTickets
Thanks for the help. I also would like to find a restauarant there.,FindRestaurants
Yes. Diner food.,FindRestaurants
Yes it does. That's all I need for now.,FindRestaurants
Can you help me to find some events around San Francisco?,BuyEventTickets
I am interested in the Giants Vs Nationals match on Tuesday next week.,BuyEventTickets
I want just one for me.,BuyEventTickets
Perfect. Please go ahead.,BuyEventTickets
Can you also find me a pricey restaurant near the venue that has live music and serves alcohol?,FindRestaurants
I'd love to have some Barbecue.,FindRestaurants
That sounds cool. That'll be all.,FindRestaurants
I will need two tickets for my friend and I.,BuyEventTickets
I want to go to the game Giants Vs Dodgers in San Fran this Saturday.,BuyEventTickets
That is correct.,BuyEventTickets
At what time does the game start? And where is the place?,BuyEventTickets
"Thanks a lot, I will also like to eat something. What Taiwanese restaurant do you recommend?",FindRestaurants
What other restaurants are there?,FindRestaurants
Do the sell liquor and have live music?,FindRestaurants
"Ok, that would be all.",FindRestaurants
I want to get tickets for an event.,BuyEventTickets
"Yes, I am looking for the Giants vs Marlins game happening in San Fran. What's available on the 2nd of this month?",BuyEventTickets
I want to buy 3 tickets.,BuyEventTickets
"Yes, that's correct. What's the address for that venue?",BuyEventTickets
What time does the game start?,BuyEventTickets
Thanks. Can you find a restaurant nearby? I want something that is intermediate priced.,FindRestaurants
A gastropub would be fantastic.,FindRestaurants
What's the address there? Do they serve liquor?,FindRestaurants
"Yes, that works great. That's all.",FindRestaurants
I want to book tickets to the Huichica Music Festival event.,BuyEventTickets
I will need 4 tickets for something in the Santa Rosa area on March 9th.,BuyEventTickets
Okay. What is the starting date?,BuyEventTickets
I am also looking for a nearby Thai restaurant.,FindRestaurants
Okay. Sounds yummy.,FindRestaurants
I want to reserve tickets.,BuyEventTickets
I want to see the Giants Vs Cardinals in San Francisco next Tuesday.,BuyEventTickets
I need two.,BuyEventTickets
"Yes, that is perfect.",BuyEventTickets
I need to find a place to eat there too.,FindRestaurants
Barbecue is what I'm craving.,FindRestaurants
Do they serve alcohol?,FindRestaurants
I want a restaurant that serves alcohol.,FindRestaurants
"Yes, that is perfect.",FindRestaurants
Reserve event tickets.,BuyEventTickets
Remo Drive in SFO on the 4th for 3 people.,BuyEventTickets
Yes. Where is that?,BuyEventTickets
"Ok, find a restaurant there.",FindRestaurants
Some kind of tapas bar that's reasonably priced.,FindRestaurants
What else did you find?,FindRestaurants
Ok that one.,FindRestaurants
Reserve event tickets.,BuyEventTickets
4 tickets to Billy Currington on the 13th.,BuyEventTickets
Rohnert Park.,BuyEventTickets
Yes.,BuyEventTickets
Where is this at?,BuyEventTickets
Address?,BuyEventTickets
Thanks. Find a low priced restaurant there.,FindRestaurants
Breakfast sounds good.,FindRestaurants
That works. Ok that's all.,FindRestaurants
I need to reserve 3 tickets for an event.,BuyEventTickets
"I'm interested in Water Seed, it should be on the 14th around Napa.",BuyEventTickets
"Yeah, that's correct. Can you tell me the start time and address of where it's happening?",BuyEventTickets
Thanks so much for the help.,BuyEventTickets
I need help finding a restaurant around there.,FindRestaurants
I really like Ramen.,FindRestaurants
Do they have liquor and is there live music there?,FindRestaurants
"Okay, I'm interested in it.",FindRestaurants
I need tickets for an event,BuyEventTickets
Around Oakland on the 3rd. I'd like Raiders Vs Jaguars,BuyEventTickets
I need four tickets,BuyEventTickets
"Yes, it's correct!",BuyEventTickets
Thanks for helping! I need a restaurant there.,FindRestaurants
I prefer some African food,FindRestaurants
"Yes, It's perfect for me! It's all for now",FindRestaurants
I would like to buy tickets to the Raiders Vs Bengals game on the 9th. I need 2 tickets.,BuyEventTickets
I would like it in Oakland.,BuyEventTickets
"Yes, that's fine. What time does it start?",BuyEventTickets
Thanks so much for your help.,BuyEventTickets
I need to find a restaurant to eat at. I'd like to find something reasonably priced. Italian sounds great.,FindRestaurants
Are there any other options? I want a place that has alcohol.,FindRestaurants
That'll work just fine. That's all for today.,FindRestaurants
"Anything worth getting a ticket for in Toronto, Canada?",BuyEventTickets
Like for next Wednesday.,BuyEventTickets
There are 3 of us. See if you can score tickets for the Giants Vs Diamondbacks in San Francisco.,BuyEventTickets
No. Lets go with Thee Oh Sees on the 14th instead.,BuyEventTickets
Correct. Where is it by the way?,BuyEventTickets
Nice. Check out places to chow down around there. Can't go wrong with Pizza and Pasta.,FindRestaurants
What else? I need a quick meal.,FindRestaurants
Who runs that place? Sonia Gandhi? If its good enough for her its good enough for me.,FindRestaurants
I would like one ticket for an event around Yountville.,BuyEventTickets
I wold like to see Todd Rundgren later today.,BuyEventTickets
"Yes, that works for me. What is their address?",BuyEventTickets
When does the event start?,BuyEventTickets
Thank you. I would like to find a restaurant in that area.,FindRestaurants
I would like some type of pizza and pasta.,FindRestaurants
"Yes, thank you for the information.",FindRestaurants
My friends and I want to go to Matt Corby the day after tomorrow. Are there any tickets available? We will need four.,BuyEventTickets
"Oh, sorry. It's in San Fran.",BuyEventTickets
"Yes, that is correct. Do you know the address? And what time does it start?",BuyEventTickets
Thanks so much! You've been so helpful. Could you also help me find a restaurant near there?,FindRestaurants
We would love a Brasserie.,FindRestaurants
That sounds great!,FindRestaurants
Can you get me a ticket to the Giants vs Cardinals game?,BuyEventTickets
It's in SF. I need just one ticket for next Tuesday.,BuyEventTickets
That's right. What time does it begin? And what's its address?,BuyEventTickets
Thank you very much. Can you find me a place to eat around there as well?,FindRestaurants
Sushi would be great.,FindRestaurants
Sounds a bit pricey... Can you find something more affordable?,FindRestaurants
They have any alcohol?,FindRestaurants
"Hmm, whatever. Can you tell me their phone number and address.",FindRestaurants
Awesome. Thanks for your help.,FindRestaurants
"Hi, I'd like to book tickets for an event on March 5th.",BuyEventTickets
I need one ticket for something in San Francisco.,BuyEventTickets
I'd like to go to Giants vs Cardinals.,BuyEventTickets
"Yeah, that's perfect. Where will the event be and what's its address?",BuyEventTickets
Thanks so much.,BuyEventTickets
I need to find an Indian type of restaurant there.,FindRestaurants
"Okay, where are they located?",FindRestaurants
Is it an expensive place?,FindRestaurants
Any other restaurants? I need something affordable.,FindRestaurants
"Okay, that's great. That's all for now.",FindRestaurants
I want to get event tickets.,BuyEventTickets
The Water Seed.,BuyEventTickets
I need one ticket for the 11th of this month.,BuyEventTickets
Search around Napa.,BuyEventTickets
"Yes, that's right. Can you give me the address of the venue?",BuyEventTickets
Can you help me find a Japanese restaurant in Napa?,FindRestaurants
"Yes, that sounds like what I am looking for.",FindRestaurants
"Hello, could you make a reservation for some tickets to an event please?",BuyEventTickets
I would prefer the Raiders Vs Lions event held around the Oakland area.,BuyEventTickets
Three tickets for the March 1st will be great.,BuyEventTickets
That is fine with me.,BuyEventTickets
May I have the event venue please?,BuyEventTickets
Thanks for your kind assistance. Could you also help search for some nice restaurants there?,FindRestaurants
"Some Asian Fusion food will be great for me, have been craving that for a while.",FindRestaurants
Do they have live music there and is their price range fancy?,FindRestaurants
Are there any alternatives available?,FindRestaurants
"Sure, this sounds great! That is all the help I need, thank you!",FindRestaurants
I would like to make a reservation to an event.,BuyEventTickets
I need two tickets.Around San Francisco will be great,BuyEventTickets
Event is called Giants Vs Dodgers on 14th of March.,BuyEventTickets
Yes is good for me.,BuyEventTickets
I would like to find a restaurant there.,FindRestaurants
Southern kind of food would be great.,FindRestaurants
"Yes,I like this one.",FindRestaurants
Will you reserve tickets to an event?,BuyEventTickets
1 ticket for Nationals Vs Diamondbacks on 14th of March.,BuyEventTickets
Will you find Allan Rayman around SFO on March 9th?,BuyEventTickets
Great. Where is event? What's the address?,BuyEventTickets
Will you find a restaurant there?,FindRestaurants
Korean Barbeque.,FindRestaurants
That's fine. Thanks.,FindRestaurants
I want tickets to an event,BuyEventTickets
Find me something around SFO,BuyEventTickets
March 7th would be perfect/,BuyEventTickets
"Yes, I want 2 tickets to Okkervil river",BuyEventTickets
Actually make that four tickets,BuyEventTickets
That is correct,BuyEventTickets
I also want to find an above average restaurant there,FindRestaurants
Parisian food would be perfect,FindRestaurants
Is live music available there?,FindRestaurants
"Give me more options, places that serve alcohol are preferred.",FindRestaurants
Tell me their address. Is there live music?,FindRestaurants
It sounds perfect. that would be all.,FindRestaurants
Can you help me in reserving tickets to an event on 4th of this month?,BuyEventTickets
I want 2 tickets for the event Jon B.,BuyEventTickets
Search for the event in Napa.,BuyEventTickets
"Yes, that is correct.",BuyEventTickets
Thank you! Can you find me a restaurant there where some California kind of food is served?,FindRestaurants
"Okay, That sounds good to me.",FindRestaurants
I want to reserve tickets to the Giants Vs Cardinals event in San Fran for Monday next week.,BuyEventTickets
Get me 3 tickets.,BuyEventTickets
Yes it is. Can you get me the address?,BuyEventTickets
Thanks a lot. Can you help me find a Burger restaurant around the event venue?,FindRestaurants
"That sounds good. Okay, that's all I need.",FindRestaurants
I want to reserve tickets for an event.,BuyEventTickets
I need four tickets.,BuyEventTickets
I'm interested in the Berkeley World Music Festival in Berkeley on the 3rd.,BuyEventTickets
"Yes, that works for me. Where is the event taking place?",BuyEventTickets
Thanks. Can you find me a restaurant there?,FindRestaurants
Pizza would be good.,FindRestaurants
Can you suggest another restaurant?,FindRestaurants
Do they have live music and serve liquor?,FindRestaurants
Can you suggest an affordable vegetarian restaurant?,FindRestaurants
That works for me. That's all I need.,FindRestaurants
Can you reserve some event tickets for me?,BuyEventTickets
I'd like three tickets for something in the Berkeley area on March 7th.,BuyEventTickets
I'd like tickets to the Golden Bears Vs Cougars game.,BuyEventTickets
"Yes, that'd be great.",BuyEventTickets
Help me find a restaurant in the area too.,FindRestaurants
Any sort of Cafe will do.,FindRestaurants
Do they serve alcohol there?,FindRestaurants
Give me the restaurant's address.,FindRestaurants
Okay. That's good for now. I don't need anything else.,FindRestaurants
I'd like to book four tickets to Josh Groban this Saturday.,BuyEventTickets
Please can you search around the Livermore area.,BuyEventTickets
That's great. What time does the event begin?,BuyEventTickets
While I'm there I'd like to find a restaurant to eat in.,FindRestaurants
I'd like Asian food if possible.,FindRestaurants
Perfect. I don't need any help with anything else right now.,FindRestaurants
I need tickets to an event.,BuyEventTickets
"Date is the 14th, four tickets, and event is Jon B.",BuyEventTickets
The city is Napa.,BuyEventTickets
I accept that all.,BuyEventTickets
"Thanks, I need a restaurant too.",FindRestaurants
I would like moderate priced Burgers.,FindRestaurants
I accept this all.,FindRestaurants
I'd like to reserve some tickets to an event.,BuyEventTickets
I'd like to go to something in San Jose.,BuyEventTickets
"I want to go to Cruz Azul Vs Atlas, on March 12th.",BuyEventTickets
I just need one ticket.,BuyEventTickets
You have it all right!,BuyEventTickets
"I'm also looking for a restaurant to eat there, and Mexican food would be perfect, but I want something average priced.",FindRestaurants
Can you tell me their address? Do they feature live music?,FindRestaurants
Is there another restaurant you can suggest?,FindRestaurants
That will work out well.,FindRestaurants
I want to reserve tickets to something?,BuyEventTickets
Water Seed.,BuyEventTickets
I need 4 tickets for something in Napa Friday next week.,BuyEventTickets
"Yes, that is perfect.",BuyEventTickets
What is the address?,BuyEventTickets
What time does it start?,BuyEventTickets
Thanks! I also need to find a place to eat there too.,FindRestaurants
"Southern, home style food.",FindRestaurants
"Yes, that is perfect.",FindRestaurants
I want to go to an event on the 5th of this month.,BuyEventTickets
Berkeley World Music Festival.,BuyEventTickets
I want four tickets to something in Berkeley.,BuyEventTickets
"Yes, that's it.",BuyEventTickets
Where is it?,BuyEventTickets
Thanks. I also want to go to a restaurant that sells alcohol. I don't care about the prices.,FindRestaurants
I like California food.,FindRestaurants
That's a good one.,FindRestaurants
Some friends will come to visit and I need four tickets for Josh Groban in Livermore.,BuyEventTickets
We want to go on the 7th.,BuyEventTickets
"That is correct, what is the address?",BuyEventTickets
"I would also like a restaurant, something that sells noodles please.",FindRestaurants
"That sounds great, that would be all.",FindRestaurants
I want to reserve tickets for an event.,BuyEventTickets
I am looking for an event in SFO. I want 1 ticket for the 9th of this month.,BuyEventTickets
"Yes, Carmina Burana.",BuyEventTickets
"Yes, that works.",BuyEventTickets
I also want to dine at a nearby restaurant.,FindRestaurants
Izakaya would be good.,FindRestaurants
What other restaurants did you find?,FindRestaurants
Anything else please?,FindRestaurants
"Yes, that works well.",FindRestaurants
I want to buy tickets for an event.,BuyEventTickets
I want to buy 1 ticket for an event which will happen in San Francisco,BuyEventTickets
I am looking for the match of Giants Vs Marlins on Wednesday next week.,BuyEventTickets
"That suits me well. Can you tell me the address of the venue, and where the event will happen?",BuyEventTickets
I appreciate your help. I also need to find a restaurant to eat there.,FindRestaurants
I enjoy eating Punjabi kind of food.,FindRestaurants
Is there some other restaurant which you can suggest to me?,FindRestaurants
Can you give me their phone number?,FindRestaurants
"Alright, that's good for me. That would be all.",FindRestaurants
I need reservations made for an event please.,BuyEventTickets
"Pull up Phoenix, AZ please.",BuyEventTickets
I will be needing two tickets to Aaron Lewis around Rohnert Park please.,BuyEventTickets
"Saturday this week, would be best.",BuyEventTickets
"Yeah, that is right.",BuyEventTickets
"I will also need a restaurant in the area, make sure it is a costly restaurant that serves alcohol.",FindRestaurants
I would prefer Asian Fusion.,FindRestaurants
"Yes, that will be great. That will be all.",FindRestaurants
Reserve me one event ticket.,BuyEventTickets
The Raiders Vs Chiefs event on the 8th of this month.,BuyEventTickets
Search in Oakland.,BuyEventTickets
"Yes, that's what I want.",BuyEventTickets
Thank you.,BuyEventTickets
"Yes, I need to find a restaurant near the event.",FindRestaurants
I'd really like some Laotian food.,FindRestaurants
Sounds like what I'm looking for. Thanks. That's all.,FindRestaurants
"Hi, could you help me reserve some event tickets please?",BuyEventTickets
I would prefer the Giants Vs Cardinals event on March 4th.,BuyEventTickets
2 tickets will do.,BuyEventTickets
Something around SFO will be fine.,BuyEventTickets
"Sure, that is fine with me.",BuyEventTickets
"Thank you! Could you also help me search for a restaurant in that area, preferably one which serves alcohol?",FindRestaurants
"I would like one which serves up Burrito, which I have been craving for.",FindRestaurants
May I have their contact number and do they have live music?,FindRestaurants
"I see, are there any alternatives?",FindRestaurants
Are there any alternative restaurants which are moderate priced?,FindRestaurants
"Sure, this is fine to me.",FindRestaurants
I want a three tickets at event Raiders Vs Bengals around Oakland.,BuyEventTickets
On 1st of this month.,BuyEventTickets
Yes is good for me.,BuyEventTickets
Some restaurants there you can fine me?,FindRestaurants
Something Diner type of food I would love to be.,FindRestaurants
Yes taht's the one.,FindRestaurants
I'd like to book tickets to an event. I'm looking for an event around SF and the event is called Carmina Burana.,BuyEventTickets
I'd like something on March 12th and I need 1 ticket.,BuyEventTickets
"Yes, that is fine with me.",BuyEventTickets
Thank you for your help. I'd also like to find a restaurant there.,FindRestaurants
I'd like to find Szcheuan food.,FindRestaurants
Could you find me another restaurant in the bargain price range?,FindRestaurants
"Yes, that sounds good to me. That's all I need for now.",FindRestaurants
I would like to reserve a ticket to an event.,BuyEventTickets
"Name of the event is Chris Webby ,I prefer 1 ticket on next Monday.",BuyEventTickets
Around Berkeley will be okay.,BuyEventTickets
Yes that's good.,BuyEventTickets
Tell me the address of the venue and where is take place.,BuyEventTickets
Thanks.Find me a restaurant there please.,FindRestaurants
Non meat type of food will be great.,FindRestaurants
Any other suggestions you have?,FindRestaurants
Live music they have?,FindRestaurants
Something affordable priced you can recommend me?,FindRestaurants
That's good.Thanks.,FindRestaurants
I want to buy 2 tickets for an event on March 8th called Water Seed.,BuyEventTickets
I am looking for the event happening around Napa.,BuyEventTickets
That suits me well. Can you tell me when the event starts? Which is the location where the event will happen?,BuyEventTickets
I appreciate your help very much.,BuyEventTickets
I would like also to find a restaurant to eat there.,FindRestaurants
I would like the Ramen kind of food.,FindRestaurants
That is what I want. That would be all.,FindRestaurants
I am looking to reserve 4 tickets to an event in Los Angeles.,BuyEventTickets
I am looking for something around Oakland on the 14th of March.,BuyEventTickets
I'd like to see the Raiders Vs Titans.,BuyEventTickets
"Yes, that is correct. When does it start?",BuyEventTickets
Can you help me find a restaurant there?,FindRestaurants
I would like some Malaysian style food.,FindRestaurants
"Yes, that works for me. Thank you, that is all I need.",FindRestaurants
Can you help me reserve tickets for the Allan Rayman event around the 9th of this month in SFO area?,BuyEventTickets
I would like three tickets for myself and two friends.,BuyEventTickets
Yes it is. What time does the event start?,BuyEventTickets
Thanks. Can you also locate a restaurant for me?,FindRestaurants
I hope to find some reasonably priced Himalayan food at an establishment that also serves alcohol.,FindRestaurants
Can you tell me their location? Do they by chance have live music?,FindRestaurants
"Thank you for your help, That is all I need",FindRestaurants
I would like to reserve tickets to an event around San Francisco. I would like something on the 1st.,BuyEventTickets
The event I am interested in is Cher and I would like one ticket.,BuyEventTickets
"Yes, that is fine with me. What is the location of the event? What time does it begin?",BuyEventTickets
I also would like to find a restaurant there.,FindRestaurants
Some type of light meal kind of food would be perfect.,FindRestaurants
Can you suggest any other restaurants? I would like a place that serves alcohol.,FindRestaurants
Do you have any other restaurant suggestions? I would love some barbecue.,FindRestaurants
Yes that is fine with me.,FindRestaurants
Hello! Nancy here! Please may I know what's coming up in your calendar. Is there any special events?,BuyEventTickets
It would be good if you can find some good events around Oakland.,BuyEventTickets
Yup! I would prefer the event Raiders Vs Lions and I might need 4 tickets for the event.,BuyEventTickets
"Please if any tickets available on sunday this week, that would be great to go to the event Raiders Vs Titans.",BuyEventTickets
"Nope, please can you change the date to March 12th and I need only three tickets and not 4.",BuyEventTickets
"Yup, you're correct.",BuyEventTickets
Please may I know the venue of this event?,BuyEventTickets
What is the complete address of the venue? At what time the event gonna to start?,BuyEventTickets
Thanks much for the help. Please can you help me to find a restaurant also there?,FindRestaurants
I would prefer Buffet kind of food.,FindRestaurants
Sounds great. Thanks.,FindRestaurants
I need tickets to an event.,BuyEventTickets
I want two tickets to see Chris webby in berkeley.,BuyEventTickets
For the 4th of March.,BuyEventTickets
That sounds like a good plan.,BuyEventTickets
What is the start time?,BuyEventTickets
I really appreciate your assistance. I need reservations to a restaurant that sells alcohol. The price does not matter.,FindRestaurants
I would be thrilled to have some california food.,FindRestaurants
That is just want I wanted.,FindRestaurants
I want three tickets to an event on the 9th of March.,BuyEventTickets
Nattali Rize,BuyEventTickets
It's around Berkeley.,BuyEventTickets
"Yes, that's it.",BuyEventTickets
Thanks. I also need a restaurant nearby.,FindRestaurants
I like seafood.,FindRestaurants
That's a good one.,FindRestaurants
I'd like to reserve event tickets.,BuyEventTickets
How about Star City Music Festival?,BuyEventTickets
I would like to find something near Brisbane. I need one ticket.,BuyEventTickets
I would like something on the 2nd of this month.,BuyEventTickets
That works for me.,BuyEventTickets
Thank you for helping.,BuyEventTickets
I need a restaurant there.,FindRestaurants
A Sushi Bar type of food would be great.,FindRestaurants
That works for me. That is what I wanted.,FindRestaurants
I would like to reserve tickets in Napa for Jon B on March 9th.,BuyEventTickets
I would like three tickets.,BuyEventTickets
"Yes, what is the address and when does it begin?",BuyEventTickets
Thanks so much. I'd like to find a restaurant there.,FindRestaurants
I would like some pasta.,FindRestaurants
What other suggestions do you have?,FindRestaurants
Is there live music there?,FindRestaurants
Tell me the address.,FindRestaurants
"Yes, that will be all I need.",FindRestaurants
I like to book tickets to an event,BuyEventTickets
I am searching for something around SFO and the event is Giants Vs Marlins and i want it on 5th of this month.,BuyEventTickets
I need three tickets for the event Giants Vs Brewers,BuyEventTickets
Fine. this is perfect for me.,BuyEventTickets
I also need to find a restaurant which serves alcohol there.,FindRestaurants
For me pasta kind of food is okay.,FindRestaurants
Fine. This is perfect. That's all i want.,FindRestaurants
Can you help me find tickets to the Berkeley World Music Festival in Berkeley on March 11th.,BuyEventTickets
I need 4.,BuyEventTickets
"Yes, that's correct. Please tell me the address of the venue as well as the starting time of the event.",BuyEventTickets
Perfect. Thanks. Can you please also find a Izakaya restaurant for me in the area?,FindRestaurants
Do you know their phone number and if they have live music?,FindRestaurants
"OK, that's perfect.",FindRestaurants
I want to buy 4 tickets for friends and I to go to an event in LAX on March 13th.,BuyEventTickets
"Thee Oh Sees are playing in San Francisco, and I'd actually quite like to go and see that.",BuyEventTickets
Please do. What's the venue address?,BuyEventTickets
"We'll need to eat before the concert, and I think my friends would appreciate some Portuguese food.",FindRestaurants
Well that's great then!,FindRestaurants
I'd like to book tickets to an event on the 2nd.,BuyEventTickets
